Category,Pack,FileName,Path,SizeBytes,SizeKB,UsedStatus,ReferencedBy
Environment (model),Loading Games/Toon City Pack,linear-highway-piece.fbx,Assets/Loading Games/Toon City Pack/Models/Infrastructure/Roads-Streets-Highways/linear-highway-piece.fbx,29484,28.8,PACK-DEMO ONLY,referenced only inside its own pack by linear-highway-piece.prefab
Environment (model),Loading Games/Toon City Pack,pedestrian-way-curved-piece.fbx,Assets/Loading Games/Toon City Pack/Models/Infrastructure/Roads-Streets-Highways/pedestrian-way-curved-piece.fbx,22172,21.7,PACK-DEMO ONLY,referenced only inside its own pack by pedestrian-way-curved-piece.prefab
Environment (model),Loading Games/Toon City Pack,pedestrian-way-left-turn.fbx,Assets/Loading Games/Toon City Pack/Models/Infrastructure/Roads-Streets-Highways/pedestrian-way-left-turn.fbx,20060,19.6,PACK-DEMO ONLY,referenced only inside its own pack by pedestrian-way-left-turn.prefab
Environment (model),Loading Games/Toon City Pack,pedestrian-way-linear-piece.fbx,Assets/Loading Games/Toon City Pack/Models/Infrastructure/Roads-Streets-Highways/pedestrian-way-linear-piece.fbx,18588,18.2,PACK-DEMO ONLY,referenced only inside its own pack by pedestrian-way-linear-piece.prefab
Environment (model),Loading Games/Toon City Pack,pedestrian-way-right-turn.fbx,Assets/Loading Games/Toon City Pack/Models/Infrastructure/Roads-Streets-Highways/pedestrian-way-right-turn.fbx,20076,19.6,PACK-DEMO ONLY,referenced only inside its own pack by pedestrian-way-right-turn.prefab
Environment (model),Loading Games/Toon City Pack,railroad-track-curved-piece.fbx,Assets/Loading Games/Toon City Pack/Models/Infrastructure/Roads-Streets-Highways/railroad-track-curved-piece.fbx,82028,80.1,PACK-DEMO ONLY,referenced only inside its own pack by railroad-track-curved-piece.prefab
Environment (model),Loading Games/Toon City Pack,railroad-track-linear-piece.fbx,Assets/Loading Games/Toon City Pack/Models/Infrastructure/Roads-Streets-Highways/railroad-track-linear-piece.fbx,31516,30.8,PACK-DEMO ONLY,referenced only inside its own pack by railroad-track-linear-piece.prefab
Environment (model),Loading Games/Toon City Pack,single-lane-L-junction-road-piece.fbx,Assets/Loading Games/Toon City Pack/Models/Infrastructure/Roads-Streets-Highways/single-lane-L-junction-road-piece.fbx,17868,17.4,PACK-DEMO ONLY,referenced only inside its own pack by single-lane-L-junction-road-piece.prefab
Environment (model),Loading Games/Toon City Pack,single-lane-curved-road-piece.fbx,Assets/Loading Games/Toon City Pack/Models/Infrastructure/Roads-Streets-Highways/single-lane-curved-road-piece.fbx,19836,19.4,PACK-DEMO ONLY,referenced only inside its own pack by single-lane-curved-road-piece.prefab
Environment (model),Loading Games/Toon City Pack,single-lane-linear-road-end-piece.fbx,Assets/Loading Games/Toon City Pack/Models/Infrastructure/Roads-Streets-Highways/single-lane-linear-road-end-piece.fbx,17820,17.4,PACK-DEMO ONLY,referenced only inside its own pack by single-lane-linear-road-end-piece.prefab
Environment (model),Loading Games/Toon City Pack,single-lane-linear-road-piece.fbx,Assets/Loading Games/Toon City Pack/Models/Infrastructure/Roads-Streets-Highways/single-lane-linear-road-piece.fbx,16268,15.9,PACK-DEMO ONLY,referenced only inside its own pack by single-lane-linear-road-piece.prefab
Environment (model),Loading Games/Toon City Pack,single-lane-road-roundabout.fbx,Assets/Loading Games/Toon City Pack/Models/Infrastructure/Roads-Streets-Highways/single-lane-road-roundabout.fbx,18268,17.8,PACK-DEMO ONLY,referenced only inside its own pack by single-lane-road-roundabout.prefab
Environment (model),Loading Games/Toon City Pack,two-lane-L-junction-left.fbx,Assets/Loading Games/Toon City Pack/Models/Infrastructure/Roads-Streets-Highways/two-lane-L-junction-left.fbx,29372,28.7,PACK-DEMO ONLY,referenced only inside its own pack by two-lane-L-junction-left.prefab
Environment (model),Loading Games/Toon City Pack,two-lane-L-junction-right.fbx,Assets/Loading Games/Toon City Pack/Models/Infrastructure/Roads-Streets-Highways/two-lane-L-junction-right.fbx,29372,28.7,PACK-DEMO ONLY,referenced only inside its own pack by Demo.unity +1 more
Environment (model),Loading Games/Toon City Pack,two-lane-T-junction.fbx,Assets/Loading Games/Toon City Pack/Models/Infrastructure/Roads-Streets-Highways/two-lane-T-junction.fbx,31212,30.5,PACK-DEMO ONLY,referenced only inside its own pack by two-lane-T-junction.prefab
Environment (model),Loading Games/Toon City Pack,two-lane-curved-road-piece.fbx,Assets/Loading Games/Toon City Pack/Models/Infrastructure/Roads-Streets-Highways/two-lane-curved-road-piece.fbx,24684,24.1,PACK-DEMO ONLY,referenced only inside its own pack by two-lane-curved-road-piece.prefab
Environment (model),Loading Games/Toon City Pack,two-lane-intersaction.fbx,Assets/Loading Games/Toon City Pack/Models/Infrastructure/Roads-Streets-Highways/two-lane-intersaction.fbx,32940,32.2,PACK-DEMO ONLY,referenced only inside its own pack by two-lane-intersaction.prefab
Environment (model),Loading Games/Toon City Pack,two-lane-linear-half.fbx,Assets/Loading Games/Toon City Pack/Models/Infrastructure/Roads-Streets-Highways/two-lane-linear-half.fbx,21132,20.6,PACK-DEMO ONLY,referenced only inside its own pack by Demo.unity +1 more
Environment (model),Loading Games/Toon City Pack,two-lane-linear-road-end-piece.fbx,Assets/Loading Games/Toon City Pack/Models/Infrastructure/Roads-Streets-Highways/two-lane-linear-road-end-piece.fbx,24460,23.9,PACK-DEMO ONLY,referenced only inside its own pack by two-lane-linear-road-end-piece.prefab
Environment (model),Loading Games/Toon City Pack,two-lane-linear-road-piece.fbx,Assets/Loading Games/Toon City Pack/Models/Infrastructure/Roads-Streets-Highways/two-lane-linear-road-piece.fbx,22060,21.5,PACK-DEMO ONLY,referenced only inside its own pack by two-lane-linear-road-piece.prefab
Environment (model),Loading Games/Toon City Pack,two-lane-road-roundabout.fbx,Assets/Loading Games/Toon City Pack/Models/Infrastructure/Roads-Streets-Highways/two-lane-road-roundabout.fbx,18252,17.8,PACK-DEMO ONLY,referenced only inside its own pack by two-lane-road-roundabout.prefab
Environment (model),Loading Games/Toon City Pack,atm-A.fbx,Assets/Loading Games/Toon City Pack/Models/Urban Props/atm-A.fbx,39292,38.4,PACK-DEMO ONLY,referenced only inside its own pack by atm-A.prefab
Environment (model),Loading Games/Toon City Pack,atm-B.fbx,Assets/Loading Games/Toon City Pack/Models/Urban Props/atm-B.fbx,39420,38.5,PACK-DEMO ONLY,referenced only inside its own pack by atm-B.prefab
Environment (model),Loading Games/Toon City Pack,dumpster.fbx,Assets/Loading Games/Toon City Pack/Models/Urban Props/dumpster.fbx,34332,33.5,PACK-DEMO ONLY,referenced only inside its own pack by dumpster.prefab
Environment (model),Loading Games/Toon City Pack,fire-hydrant.fbx,Assets/Loading Games/Toon City Pack/Models/Urban Props/fire-hydrant.fbx,54412,53.1,PACK-DEMO ONLY,referenced only inside its own pack by fire-hydrant.prefab
Environment (model),Loading Games/Toon City Pack,garbage-bin.fbx,Assets/Loading Games/Toon City Pack/Models/Urban Props/garbage-bin.fbx,44044,43.0,PACK-DEMO ONLY,referenced only inside its own pack by garbage-bin.prefab
Environment (model),Loading Games/Toon City Pack,hot-dog-stand.fbx,Assets/Loading Games/Toon City Pack/Models/Urban Props/hot-dog-stand.fbx,88652,86.6,PACK-DEMO ONLY,referenced only inside its own pack by hot-dog-stand.prefab
Environment (model),Loading Games/Toon City Pack,ice-cream-stand.fbx,Assets/Loading Games/Toon City Pack/Models/Urban Props/ice-cream-stand.fbx,58188,56.8,PACK-DEMO ONLY,referenced only inside its own pack by ice-cream-stand.prefab
Environment (model),Loading Games/Toon City Pack,lemonade-stand.fbx,Assets/Loading Games/Toon City Pack/Models/Urban Props/lemonade-stand.fbx,125644,122.7,PACK-DEMO ONLY,referenced only inside its own pack by lemonade-stand.prefab
Environment (model),Loading Games/Toon City Pack,mailbox.fbx,Assets/Loading Games/Toon City Pack/Models/Urban Props/mailbox.fbx,21948,21.4,PACK-DEMO ONLY,referenced only inside its own pack by mailbox.prefab
Environment (model),Loading Games/Toon City Pack,outdoor-seating.fbx,Assets/Loading Games/Toon City Pack/Models/Urban Props/outdoor-seating.fbx,39020,38.1,PACK-DEMO ONLY,referenced only inside its own pack by outdoor-seating.prefab
Environment (model),Loading Games/Toon City Pack,public-bench.fbx,Assets/Loading Games/Toon City Pack/Models/Urban Props/public-bench.fbx,27964,27.3,PACK-DEMO ONLY,referenced only inside its own pack by public-bench.prefab
Environment (model),Loading Games/Toon City Pack,trash-bags.fbx,Assets/Loading Games/Toon City Pack/Models/Urban Props/trash-bags.fbx,38268,37.4,PACK-DEMO ONLY,referenced only inside its own pack by trash-bags.prefab
Environment (model),Loading Games/Toon City Pack,wired-fence.fbx,Assets/Loading Games/Toon City Pack/Models/Urban Props/wired-fence.fbx,43036,42.0,PACK-DEMO ONLY,referenced only inside its own pack by wired-fence.prefab
Environment (model),Loading Games/Toon City Pack,wooden-fence.fbx,Assets/Loading Games/Toon City Pack/Models/Urban Props/wooden-fence.fbx,20972,20.5,PACK-DEMO ONLY,referenced only inside its own pack by wooden-fence.prefab
Environment (model),Loading Games/Toon City Pack,bush-type-A.fbx,Assets/Loading Games/Toon City Pack/Models/Vegetation/bush-type-A.fbx,20316,19.8,PACK-DEMO ONLY,referenced only inside its own pack by bush-type-A.prefab
Environment (model),Loading Games/Toon City Pack,bush-type-B.fbx,Assets/Loading Games/Toon City Pack/Models/Vegetation/bush-type-B.fbx,20460,20.0,PACK-DEMO ONLY,referenced only inside its own pack by bush-type-B.prefab
Environment (model),Loading Games/Toon City Pack,rock-type-A.fbx,Assets/Loading Games/Toon City Pack/Models/Vegetation/rock-type-A.fbx,22508,22.0,PACK-DEMO ONLY,referenced only inside its own pack by rock-type-A.prefab
Environment (model),Loading Games/Toon City Pack,rock-type-B.fbx,Assets/Loading Games/Toon City Pack/Models/Vegetation/rock-type-B.fbx,26876,26.2,PACK-DEMO ONLY,referenced only inside its own pack by rock-type-B.prefab
Environment (model),Loading Games/Toon City Pack,tree-type-A.fbx,Assets/Loading Games/Toon City Pack/Models/Vegetation/tree-type-A.fbx,26188,25.6,PACK-DEMO ONLY,referenced only inside its own pack by tree-type-A.prefab
Environment (model),Loading Games/Toon City Pack,tree-type-B.fbx,Assets/Loading Games/Toon City Pack/Models/Vegetation/tree-type-B.fbx,26380,25.8,PACK-DEMO ONLY,referenced only inside its own pack by tree-type-B.prefab
Environment (model),Loading Games/Toon City Pack,tree-type-C.fbx,Assets/Loading Games/Toon City Pack/Models/Vegetation/tree-type-C.fbx,42892,41.9,PACK-DEMO ONLY,referenced only inside its own pack by tree-type-C.prefab
Environment (model),Loading Games/Toon City Pack,tree-type-D.fbx,Assets/Loading Games/Toon City Pack/Models/Vegetation/tree-type-D.fbx,21116,20.6,PACK-DEMO ONLY,referenced only inside its own pack by tree-type-D.prefab
Vehicle (model),Loading Games/Toon City Pack,civil-car-A.fbx,Assets/Loading Games/Toon City Pack/Models/Vehicles/Civil Vehicles/civil-car-A.fbx,129996,126.9,PACK-DEMO ONLY,referenced only inside its own pack by civil-car-A.prefab
Vehicle (model),Loading Games/Toon City Pack,civil-car-B.fbx,Assets/Loading Games/Toon City Pack/Models/Vehicles/Civil Vehicles/civil-car-B.fbx,161500,157.7,PACK-DEMO ONLY,referenced only inside its own pack by civil-car-B.prefab
Vehicle (model),Loading Games/Toon City Pack,civil-car-C.fbx,Assets/Loading Games/Toon City Pack/Models/Vehicles/Civil Vehicles/civil-car-C.fbx,152668,149.1,PACK-DEMO ONLY,referenced only inside its own pack by civil-car-C.prefab
Vehicle (model),Loading Games/Toon City Pack,civil-car-D.fbx,Assets/Loading Games/Toon City Pack/Models/Vehicles/Civil Vehicles/civil-car-D.fbx,97676,95.4,PACK-DEMO ONLY,referenced only inside its own pack by civil-car-D.prefab
Vehicle (model),Loading Games/Toon City Pack,civil-truck-A.fbx,Assets/Loading Games/Toon City Pack/Models/Vehicles/Civil Vehicles/civil-truck-A.fbx,168668,164.7,PACK-DEMO ONLY,referenced only inside its own pack by civil-truck-A.prefab
Vehicle (model),Loading Games/Toon City Pack,civil-truck-B.fbx,Assets/Loading Games/Toon City Pack/Models/Vehicles/Civil Vehicles/civil-truck-B.fbx,158444,154.7,PACK-DEMO ONLY,referenced only inside its own pack by civil-truck-B.prefab
Vehicle (model),Loading Games/Toon City Pack,ambulance.fbx,Assets/Loading Games/Toon City Pack/Models/Vehicles/Government Vehicles/ambulance.fbx,162556,158.7,PACK-DEMO ONLY,referenced only inside its own pack by ambulance.prefab
Vehicle (model),Loading Games/Toon City Pack,city-bus.fbx,Assets/Loading Games/Toon City Pack/Models/Vehicles/Government Vehicles/city-bus.fbx,157580,153.9,PACK-DEMO ONLY,referenced only inside its own pack by city-bus.prefab
Vehicle (model),Loading Games/Toon City Pack,fire-truck.fbx,Assets/Loading Games/Toon City Pack/Models/Vehicles/Government Vehicles/fire-truck.fbx,200732,196.0,PACK-DEMO ONLY,referenced only inside its own pack by fire-truck.prefab
Vehicle (model),Loading Games/Toon City Pack,police-car.fbx,Assets/Loading Games/Toon City Pack/Models/Vehicles/Government Vehicles/police-car.fbx,98556,96.2,PACK-DEMO ONLY,referenced only inside its own pack by police-car.prefab
Vehicle (model),Loading Games/Toon City Pack,school-bus.fbx,Assets/Loading Games/Toon City Pack/Models/Vehicles/Government Vehicles/school-bus.fbx,156220,152.6,PACK-DEMO ONLY,referenced only inside its own pack by school-bus.prefab
Vehicle (model),Loading Games/Toon City Pack,taxi.fbx,Assets/Loading Games/Toon City Pack/Models/Vehicles/Government Vehicles/taxi.fbx,99452,97.1,PACK-DEMO ONLY,referenced only inside its own pack by taxi.prefab
Vehicle (model),Loading Games/Toon City Pack,airplane.fbx,Assets/Loading Games/Toon City Pack/Models/Vehicles/airplane.fbx,66092,64.5,PACK-DEMO ONLY,referenced only inside its own pack by airplane.prefab
Vehicle (model),Loading Games/Toon City Pack,helicopter.fbx,Assets/Loading Games/Toon City Pack/Models/Vehicles/helicopter.fbx,50700,49.5,PACK-DEMO ONLY,referenced only inside its own pack by helicopter.prefab
Vehicle (model),Loading Games/Toon City Pack,subway-metro.fbx,Assets/Loading Games/Toon City Pack/Models/Vehicles/subway-metro.fbx,83820,81.9,PACK-DEMO ONLY,referenced only inside its own pack by subway-metro.prefab
Vehicle (model),Loading Games/Toon City Pack,train.fbx,Assets/Loading Games/Toon City Pack/Models/Vehicles/train.fbx,66908,65.3,PACK-DEMO ONLY,referenced only inside its own pack by Demo.unity +1 more
Prefab,Loading Games/Toon City Pack,cb-apartment-A.prefab,Assets/Loading Games/Toon City Pack/Prefabs/Buildings/Civil Buildings/cb-apartment-A.prefab,3037,3.0,PACK-DEMO ONLY,referenced only inside its own pack by Demo.unity
Prefab,Loading Games/Toon City Pack,cb-apartment-B.prefab,Assets/Loading Games/Toon City Pack/Prefabs/Buildings/Civil Buildings/cb-apartment-B.prefab,3036,3.0,PACK-DEMO ONLY,referenced only inside its own pack by Demo.unity
Prefab,Loading Games/Toon City Pack,cb-apartment-C.prefab,Assets/Loading Games/Toon City Pack/Prefabs/Buildings/Civil Buildings/cb-apartment-C.prefab,3036,3.0,UNUSED,
Prefab,Loading Games/Toon City Pack,cb-apartment-D.prefab,Assets/Loading Games/Toon City Pack/Prefabs/Buildings/Civil Buildings/cb-apartment-D.prefab,3036,3.0,PACK-DEMO ONLY,referenced only inside its own pack by Demo.unity
Prefab,Loading Games/Toon City Pack,cb-apartment-E.prefab,Assets/Loading Games/Toon City Pack/Prefabs/Buildings/Civil Buildings/cb-apartment-E.prefab,3032,3.0,PACK-DEMO ONLY,referenced only inside its own pack by Demo.unity
Prefab,Loading Games/Toon City Pack,cb-apartment-F.prefab,Assets/Loading Games/Toon City Pack/Prefabs/Buildings/Civil Buildings/cb-apartment-F.prefab,3035,3.0,PACK-DEMO ONLY,referenced only inside its own pack by Demo.unity
